movie_id,average_rating,Number_of_votes,title,original_title,start_year,runtime_minutes,studio,domestic_gross_x,foreign_gross,year,total_gross,production_budget,domestic_gross_y,worldwide_gross,ROI,genres
tt0458339,6.9,668137,Captain America: The First Avenger,Captain America: The First Avenger,2011,124.0,Par.,176700000.0,193900000,2011,370600000.0,140000000,176654505,370569776,230569776,Adventure
tt0458339,6.9,668137,Captain America: The First Avenger,Captain America: The First Avenger,2011,124.0,Par.,176700000.0,193900000,2011,370600000.0,140000000,176654505,370569776,230569776,Sci-Fi
tt1583420,6.1,58927,Larry Crowne,Larry Crowne,2011,98.0,Uni.,35600000.0,36400000,2011,72000000.0,30000000,35608245,61449135,31449135,Comedy
tt1583420,6.1,58927,Larry Crowne,Larry Crowne,2011,98.0,Uni.,35600000.0,36400000,2011,72000000.0,30000000,35608245,61449135,31449135,Drama
tt1583420,6.1,58927,Larry Crowne,Larry Crowne,2011,98.0,Uni.,35600000.0,36400000,2011,72000000.0,30000000,35608245,61449135,31449135,Romance
tt1372686,6.1,29654,Coriolanus,Coriolanus,2011,123.0,Wein.,757000.0,315000,2012,1072000.0,10000000,749641,2179623,-7820377,Drama
tt1372686,6.1,29654,Coriolanus,Coriolanus,2011,123.0,Wein.,757000.0,315000,2012,1072000.0,10000000,749641,2179623,-7820377,Thriller
tt1372686,6.1,29654,Coriolanus,Coriolanus,2011,123.0,Wein.,757000.0,315000,2012,1072000.0,10000000,749641,2179623,-7820377,War
tt3313066,8.7,1347,Coriolanus,National Theatre Live: Coriolanus,2014,192.0,Wein.,757000.0,315000,2012,1072000.0,10000000,749641,2179623,-7820377,Drama
tt3313066,8.7,1347,Coriolanus,National Theatre Live: Coriolanus,2014,192.0,Wein.,757000.0,315000,2012,1072000.0,10000000,749641,2179623,-7820377,History
tt3313066,8.7,1347,Coriolanus,National Theatre Live: Coriolanus,2014,192.0,Wein.,757000.0,315000,2012,1072000.0,10000000,749641,2179623,-7820377,War
tt1053810,6.2,39522,The Big Year,The Big Year,2011,100.0,Fox,7200000.0,244000,2011,7444000.0,41000000,7204138,7684524,-33315476,Comedy
tt1411704,5.4,28893,Hop,Hop,2011,95.0,Uni.,108100000.0,75900000,2011,184000000.0,63000000,108085305,188657593,125657593,Adventure
tt1411704,5.4,28893,Hop,Hop,2011,95.0,Uni.,108100000.0,75900000,2011,184000000.0,63000000,108085305,188657593,125657593,Animation
tt1411704,5.4,28893,Hop,Hop,2011,95.0,Uni.,108100000.0,75900000,2011,184000000.0,63000000,108085305,188657593,125657593,Comedy
tt1235170,6.2,7648,The Future,The Future,2011,91.0,RAtt.,569000.0,0,2011,569000.0,1000000,568662,1239174,239174,Drama
tt1235170,6.2,7648,The Future,The Future,2011,91.0,RAtt.,569000.0,0,2011,569000.0,1000000,568662,1239174,239174,Fantasy
tt1235170,6.2,7648,The Future,The Future,2011,91.0,RAtt.,569000.0,0,2011,569000.0,1000000,568662,1239174,239174,Romance
